YEAR,MO,DY,HR,TWL
2018,2,18,11,3158
2018,2,18,12,3320
2018,2,18,13,3474
2018,2,18,14,3624
2018,2,18,15,3731
2018,2,18,16,3740
2018,2,18,17,3629
2018,2,18,18,3459
2018,2,18,19,3316
2018,2,18,20,3180
2018,2,18,21,3093
2018,2,18,22,3068
2018,2,18,23,3134
2018,2,19,0,3286
2018,2,19,1,3425
2018,2,19,2,3562
2018,2,19,3,3684
2018,2,19,4,3746
2018,2,19,5,3702
2018,2,19,6,3554
2018,2,19,7,3400
2018,2,19,8,3273
2018,2,19,9,3171
2018,2,19,10,3133
2018,2,19,11,3170
2018,2,19,12,3300
2018,2,19,13,3446
2018,2,19,14,3587
2018,2,19,15,3733
2018,2,19,16,3786
2018,2,19,17,3755
2018,2,19,18,3604
2018,2,19,19,3431
2018,2,19,20,3296
2018,2,19,21,3180
2018,2,19,22,3116
2018,2,19,23,3133
2018,2,20,0,3231
2018,2,20,1,3377
2018,2,20,2,3512
2018,2,20,3,3648
2018,2,20,4,3750
2018,2,20,5,3773
2018,2,20,6,3685
2018,2,20,7,3514
2018,2,20,8,3389
2018,2,20,9,3258
2018,2,20,10,3184
2018,2,20,11,3171
2018,2,20,12,3214
2018,2,20,13,3335
2018,2,20,14,3470
2018,2,20,15,3606
2018,2,20,16,3700
2018,2,20,17,3734
2018,2,20,18,3658
2018,2,20,19,3494
2018,2,20,20,3355
2018,2,20,21,3224
2018,2,20,22,3114
2018,2,20,23,3069
2018,2,21,0,3104
2018,2,21,1,3210
2018,2,21,2,3363
2018,2,21,3,3502
2018,2,21,4,3637
2018,2,21,5,3722
2018,2,21,6,3729
2018,2,21,7,3618
2018,2,21,8,3466
2018,2,21,9,3335
2018,2,21,10,3217
2018,2,21,11,3158
2018,2,21,12,3158
2018,2,21,13,3226
2018,2,21,14,3360
2018,2,21,15,3467
2018,2,21,16,3569
2018,2,21,17,3652
2018,2,21,18,3660
2018,2,21,19,3566
2018,2,21,20,3421
2018,2,21,21,3285
2018,2,21,22,3163
2018,2,21,23,3082
2018,2,22,0,3050
2018,2,22,1,3096
2018,2,22,2,3204
2018,2,22,3,3345
2018,2,22,4,3473
2018,2,22,5,3591
2018,2,22,6,3670
2018,2,22,7,3659
2018,2,22,8,3532
2018,2,22,9,3401
2018,2,22,10,3287
2018,2,22,11,3185
2018,2,22,12,3137
2018,2,22,13,3154
2018,2,22,14,3237
2018,2,22,15,3367
2018,2,22,16,3479
2018,2,22,17,3585
2018,2,22,18,3651
2018,2,22,19,3635
2018,2,22,20,3520
2018,2,22,21,3383
2018,2,22,22,3253
2018,2,22,23,3132
2018,2,23,0,3048
2018,2,23,1,3025
2018,2,23,2,3077
2018,2,23,3,3209
2018,2,23,4,3346
2018,2,23,5,3469
2018,2,23,6,3582
2018,2,23,7,3647
2018,2,23,8,3648
2018,2,23,9,3551
2018,2,23,10,3425
2018,2,23,11,3335
2018,2,23,12,3264
2018,2,23,13,3179
2018,2,23,14,3181
2018,2,23,15,3250
2018,2,23,16,3379
2018,2,23,17,3477
2018,2,23,18,3568
2018,2,23,19,3623
2018,2,23,20,3606
2018,2,23,21,3498
2018,2,23,22,3357
2018,2,23,23,3245
2018,2,24,0,3139
2018,2,24,1,3054
2018,2,24,2,3025
2018,2,24,3,3060
2018,2,24,4,3167
2018,2,24,5,3312
2018,2,24,6,3442
2018,2,24,7,3564
2018,2,24,8,3621
2018,2,24,9,3614
2018,2,24,10,3507
2018,2,24,11,3391
2018,2,24,12,3292
2018,2,24,13,3204
2018,2,24,14,3161
2018,2,24,15,3163
2018,2,24,16,3212
2018,2,24,17,3345
2018,2,24,18,3460
2018,2,24,19,3559
2018,2,24,20,3640
2018,2,24,21,3652
2018,2,24,22,3561
2018,2,24,23,3426
2018,2,25,0,3312
2018,2,25,1,3214
2018,2,25,2,3115
2018,2,25,3,3090
2018,2,25,4,3126
2018,2,25,5,3246
2018,2,25,6,3397
2018,2,25,7,3544
2018,2,25,8,3672
2018,2,25,9,3744
2018,2,25,10,3742
2018,2,25,11,3630
2018,2,25,12,3494
2018,2,25,13,3379
2018,2,25,14,3277
2018,2,25,15,3203
2018,2,25,16,3192
2018,2,25,17,3243
2018,2,25,18,3365
2018,2,25,19,3482
2018,2,25,20,3566
2018,2,25,21,3637
2018,2,25,22,3655
2018,2,25,23,3568
2018,2,26,0,3421
2018,2,26,1,3286
2018,2,26,2,3161
2018,2,26,3,3056
2018,2,26,4,3006
2018,2,26,5,3026
2018,2,26,6,3135
2018,2,26,7,3296
2018,2,26,8,3436
2018,2,26,9,3557
2018,2,26,10,3652
2018,2,26,11,3667
2018,2,26,12,3583
2018,2,26,13,3434
2018,2,26,14,3306
2018,2,26,15,3197
2018,2,26,16,3112
2018,2,26,17,3095
2018,2,26,18,3162
2018,2,26,19,3302
2018,2,26,20,3432
2018,2,26,21,3542
2018,2,26,22,3644
2018,2,26,23,3678
2018,2,27,0,3596
2018,2,27,1,3437
2018,2,27,2,3292
2018,2,27,3,3148
2018,2,27,4,3037
2018,2,27,5,2980
2018,2,27,6,3002
2018,2,27,7,3117
2018,2,27,8,3283
2018,2,27,9,3432
2018,2,27,10,3577
2018,2,27,11,3683
2018,2,27,12,3724
2018,2,27,13,3645
2018,2,27,14,3462
2018,2,27,15,3317
2018,2,27,16,3198
2018,2,27,17,3106
2018,2,27,18,3093
2018,2,27,19,3172
2018,2,27,20,3316
2018,2,27,21,3465
2018,2,27,22,3595
2018,2,27,23,3727
2018,2,28,0,3790
2018,2,28,1,3717
2018,2,28,2,3540
2018,2,28,3,3381
2018,2,28,4,3238
2018,2,28,5,3108
2018,2,28,6,3050
2018,2,28,7,3095
2018,2,28,8,3211
2018,2,28,9,3397
2018,2,28,10,3560
2018,2,28,11,3722
2018,2,28,12,3842
2018,2,28,13,3876
2018,2,28,14,3748
2018,2,28,15,3540
2018,2,28,16,3369
2018,2,28,17,3232
2018,2,28,18,3134
2018,2,28,19,3115
2018,2,28,20,3208
2018,2,28,21,3376
2018,2,28,22,3536
2018,2,28,23,3697
2018,3,1,0,3851
2018,3,1,1,3901
2018,3,1,2,3799
2018,3,1,3,3596
2018,3,1,4,3421
2018,3,1,5,3270
2018,3,1,6,3142
2018,3,1,7,3083
2018,3,1,8,3134
2018,3,1,9,3286
2018,3,1,10,3480
2018,3,1,11,3658
2018,3,1,12,3831
2018,3,1,13,3948
2018,3,1,14,3953
2018,3,1,15,3786
2018,3,1,16,3588
2018,3,1,17,3428
2018,3,1,18,3278
2018,3,1,19,3186
2018,3,1,20,3168
2018,3,1,21,3276
2018,3,1,22,3458
2018,3,1,23,3639
2018,3,2,0,3820
2018,3,2,1,3952
2018,3,2,2,3951
2018,3,2,3,3813
2018,3,2,4,3606
2018,3,2,5,3427
2018,3,2,6,3256
2018,3,2,7,3140
2018,3,2,8,3082
2018,3,2,9,3149
2018,3,2,10,3312
2018,3,2,11,3504
2018,3,2,12,3682
2018,3,2,13,3844
2018,3,2,14,3938
2018,3,2,15,3915
2018,3,2,16,3714
2018,3,2,17,3513
2018,3,2,18,3362
2018,3,2,19,3220
2018,3,2,20,3135
2018,3,2,21,3160
2018,3,2,22,3292
2018,3,2,23,3492
2018,3,3,0,3661
2018,3,3,1,3832
2018,3,3,2,3970
2018,3,3,3,3999
2018,3,3,4,3847
2018,3,3,5,3623
2018,3,3,6,3440
2018,3,3,7,3273
2018,3,3,8,3160
2018,3,3,9,3140
2018,3,3,10,3209
2018,3,3,11,3378
2018,3,3,12,3559
2018,3,3,13,3753
2018,3,3,14,3907
2018,3,3,15,3980
2018,3,3,16,3904
2018,3,3,17,3696
2018,3,3,18,3507
2018,3,3,19,3343
2018,3,3,20,3212
2018,3,3,21,3145
2018,3,3,22,3193
2018,3,3,23,3322
2018,3,4,0,3514
2018,3,4,1,3702
2018,3,4,2,3876
2018,3,4,3,3979
2018,3,4,4,3982
2018,3,4,5,3830
2018,3,4,6,3626
2018,3,4,7,3453
2018,3,4,8,3312
2018,3,4,9,3211
2018,3,4,10,3217
2018,3,4,11,3312
2018,3,4,12,3486
2018,3,4,13,3670
2018,3,4,14,3844
2018,3,4,15,3987
2018,3,4,16,4028
2018,3,4,17,3944
2018,3,4,18,3737
2018,3,4,19,3560
2018,3,4,20,3416
2018,3,4,21,3286
2018,3,4,22,3243
2018,3,4,23,3322
2018,3,5,0,3458
2018,3,5,1,3639
2018,3,5,2,3814
2018,3,5,3,3964
2018,3,5,4,4035
2018,3,5,5,4013
2018,3,5,6,3854
2018,3,5,7,3669
2018,3,5,8,3504
2018,3,5,9,3370
2018,3,5,10,3298
2018,3,5,11,3330
2018,3,5,12,3444
2018,3,5,13,3603
2018,3,5,14,3785
2018,3,5,15,3935
2018,3,5,16,4039
2018,3,5,17,4039
2018,3,5,18,3920
2018,3,5,19,3711
2018,3,5,20,3574
2018,3,5,21,3420
2018,3,5,22,3332
2018,3,5,23,3320
2018,3,6,0,3399
2018,3,6,1,3541
2018,3,6,2,3701
2018,3,6,3,3878
2018,3,6,4,4018
2018,3,6,5,4067
2018,3,6,6,3996
2018,3,6,7,3837
2018,3,6,8,3668
2018,3,6,9,3551
2018,3,6,10,3440
2018,3,6,11,3393
2018,3,6,12,3443
2018,3,6,13,3570
2018,3,6,14,3719
2018,3,6,15,3857
2018,3,6,16,3980
2018,3,6,17,4061
2018,3,6,18,4000
2018,3,6,19,3853
2018,3,6,20,3695
2018,3,6,21,3549
2018,3,6,22,3416
2018,3,6,23,3357
2018,3,7,0,3365
2018,3,7,1,3469
2018,3,7,2,3622
2018,3,7,3,3755
2018,3,7,4,3893
2018,3,7,5,3982
2018,3,7,6,4003
2018,3,7,7,3915
2018,3,7,8,3778
2018,3,7,9,3651
2018,3,7,10,3525
2018,3,7,11,3437
2018,3,7,12,3408
2018,3,7,13,3468
2018,3,7,14,3613
2018,3,7,15,3757
2018,3,7,16,3864
2018,3,7,17,3968
2018,3,7,18,3986
2018,3,7,19,3899
2018,3,7,20,3751
2018,3,7,21,3608
2018,3,7,22,3487
2018,3,7,23,3401
2018,3,8,0,3359
2018,3,8,1,3377
2018,3,8,2,3469
2018,3,8,3,3618
2018,3,8,4,3725
2018,3,8,5,3828
2018,3,8,6,3907
2018,3,8,7,3914
2018,3,8,8,3817
2018,3,8,9,3715
2018,3,8,10,3615
2018,3,8,11,3518
2018,3,8,12,3448
2018,3,8,13,3447
2018,3,8,14,3503
2018,3,8,15,3605
2018,3,8,16,3707
2018,3,8,17,3811
2018,3,8,18,3889
2018,3,8,19,3906
2018,3,8,20,3842
2018,3,8,21,3712
2018,3,8,22,3592
2018,3,8,23,3493
2018,3,9,0,3425
2018,3,9,1,3386
2018,3,9,2,3397
2018,3,9,3,3455
2018,3,9,4,3544
2018,3,9,5,3628
2018,3,9,6,3723
2018,3,9,7,3800
2018,3,9,8,3820
2018,3,9,9,3762
2018,3,9,10,3649
2018,3,9,11,3542
2018,3,9,12,3460
2018,3,9,13,3405
2018,3,9,14,3418
2018,3,9,15,3492
2018,3,9,16,3590
2018,3,9,17,3696
2018,3,9,18,3787
2018,3,9,19,3844
2018,3,9,20,3852
2018,3,9,21,3786
2018,3,9,22,3667
2018,3,9,23,3572
2018,3,10,0,3468
2018,3,10,1,3390
2018,3,10,2,3358
2018,3,10,3,3386
2018,3,10,4,3486
2018,3,10,5,3610
2018,3,10,6,3712
2018,3,10,7,3814
2018,3,10,8,3873
2018,3,10,9,3874
2018,3,10,10,3780
2018,3,10,11,3677
2018,3,10,12,3592
2018,3,10,13,3516
2018,3,10,14,3477
2018,3,10,15,3487
2018,3,10,16,3556
2018,3,10,17,3643
2018,3,10,18,3735
2018,3,10,19,3812
2018,3,10,20,3858
2018,3,10,21,3854
2018,3,10,22,3797
2018,3,10,23,3684
2018,3,11,0,3582
2018,3,11,1,3468
2018,3,11,2,3387
2018,3,11,3,3359
2018,3,11,4,3398
2018,3,11,5,3492
2018,3,11,6,3643
2018,3,11,7,3736
2018,3,11,8,3811
2018,3,11,9,3873
2018,3,11,10,3874
2018,3,11,11,3776
2018,3,11,12,3676
2018,3,11,13,3582
2018,3,11,14,3506
2018,3,11,15,3454
2018,3,11,16,3458
2018,3,11,17,3516
2018,3,11,18,3627
2018,3,11,19,3719
2018,3,11,20,3782
2018,3,11,21,3838
2018,3,11,22,3834
2018,3,11,23,3758
2018,3,12,0,3632
2018,3,12,1,3531
2018,3,12,2,3444
2018,3,12,3,3378
2018,3,12,4,3362
2018,3,12,5,3399
2018,3,12,6,3488
2018,3,12,7,3595
2018,3,12,8,3692
2018,3,12,9,3783
2018,3,12,10,3849
2018,3,12,11,3841
2018,3,12,12,3746
2018,3,12,13,3639
2018,3,12,14,3560
2018,3,12,15,3458
2018,3,12,16,3411
2018,3,12,17,3421
2018,3,12,18,3480
2018,3,12,19,3592
2018,3,12,20,3629
2018,3,12,21,3719
2018,3,12,22,3775
2018,3,12,23,3749
2018,3,13,0,3698
2018,3,13,1,3577
2018,3,13,2,3468
2018,3,13,3,3355
2018,3,13,4,3294
2018,3,13,5,3261
2018,3,13,6,3285
2018,3,13,7,3360
2018,3,13,8,3478
2018,3,13,9,3599
2018,3,13,10,3710
2018,3,13,11,3781
2018,3,13,12,3781
2018,3,13,13,3692
2018,3,13,14,3580
2018,3,13,15,3495
2018,3,13,16,3415
2018,3,13,17,3370
2018,3,13,18,3397
2018,3,13,19,3476
2018,3,13,20,3593
2018,3,13,21,3683
2018,3,13,22,3781
2018,3,13,23,3861
2018,3,14,0,3858
2018,3,14,1,3752
2018,3,14,2,3618
2018,3,14,3,3489
2018,3,14,4,3377
2018,3,14,5,3304
2018,3,14,6,3291
2018,3,14,7,3354
2018,3,14,8,3477
2018,3,14,9,3595
2018,3,14,10,3718
2018,3,14,11,3820
2018,3,14,12,3869
2018,3,14,13,3833
2018,3,14,14,3688
2018,3,14,15,3561
2018,3,14,16,3445
2018,3,14,17,3352
2018,3,14,18,3317
2018,3,14,19,3353
2018,3,14,20,3464
2018,3,14,21,3590
2018,3,14,22,3693
2018,3,14,23,3808
2018,3,15,0,3870
2018,3,15,1,3861
2018,3,15,2,3729
2018,3,15,3,3580
2018,3,15,4,3451
2018,3,15,5,3335
2018,3,15,6,3259
2018,3,15,7,3265
2018,3,15,8,3341
2018,3,15,9,3467
2018,3,15,10,3596
2018,3,15,11,3723
2018,3,15,12,3829
2018,3,15,13,3867
2018,3,15,14,3795
2018,3,15,15,3646
2018,3,15,16,3517
2018,3,15,17,3381
2018,3,15,18,3298
2018,3,15,19,3281
2018,3,15,20,3346
2018,3,15,21,3473
2018,3,15,22,3603
2018,3,15,23,3725
2018,3,16,0,3844
2018,3,16,1,3890
2018,3,16,2,3831
2018,3,16,3,3675
2018,3,16,4,3528
2018,3,16,5,3396
2018,3,16,6,3277
2018,3,16,7,3226
2018,3,16,8,3274
2018,3,16,9,3396
2018,3,16,10,3546
2018,3,16,11,3679
2018,3,16,12,3808
2018,3,16,13,3887
2018,3,16,14,3887
2018,3,16,15,3738
2018,3,16,16,3576
2018,3,16,17,3444
2018,3,16,18,3323
2018,3,16,19,3257
2018,3,16,20,3270
2018,3,16,21,3368
2018,3,16,22,3526
2018,3,16,23,3660
2018,3,17,0,3787
2018,3,17,1,3890
2018,3,17,2,3910
2018,3,17,3,3788
2018,3,17,4,3619
2018,3,17,5,3473
2018,3,17,6,3336
2018,3,17,7,3245
2018,3,17,8,3236
2018,3,17,9,3325
2018,3,17,10,3482
2018,3,17,11,3614
2018,3,17,12,3753
2018,3,17,13,3876
2018,3,17,14,3935
2018,3,17,15,3852
2018,3,17,16,3676
2018,3,17,17,3520
2018,3,17,18,3387
2018,3,17,19,3274
2018,3,17,20,3233
2018,3,17,21,3285
2018,3,17,22,3411
2018,3,17,23,3570
2018,3,18,0,3717
2018,3,18,1,3841
2018,3,18,2,3918
2018,3,18,3,3876
2018,3,18,4,3699
2018,3,18,5,3539
2018,3,18,6,3394
2018,3,18,7,3262
2018,3,18,8,3189
2018,3,18,9,3202
2018,3,18,10,3321
2018,3,18,11,3487
2018,3,18,12,3631
2018,3,18,13,3773
2018,3,18,14,3887
2018,3,18,15,3906
2018,3,18,16,3751
2018,3,18,17,3576
2018,3,18,18,3436
2018,3,18,19,3297
2018,3,18,20,3213
2018,3,18,21,3201
2018,3,18,22,3290
2018,3,18,23,3462
2018,3,19,0,3627
2018,3,19,1,3774
2018,3,19,2,3915
2018,3,19,3,3969
2018,3,19,4,3868
2018,3,19,5,3682
2018,3,19,6,3523
2018,3,19,7,3381
2018,3,19,8,3270
2018,3,19,9,3235
2018,3,19,10,3291
2018,3,19,11,3440
2018,3,19,12,3619
2018,3,19,13,3749
2018,3,19,14,3894
2018,3,19,15,3975
2018,3,19,16,3922
2018,3,19,17,3734
2018,3,19,18,3573
2018,3,19,19,3423
2018,3,19,20,3281
2018,3,19,21,3218
2018,3,19,22,3256
2018,3,19,23,3380
2018,3,20,0,3531
2018,3,20,1,3690
2018,3,20,2,3840
2018,3,20,3,3956
2018,3,20,4,3960
2018,3,20,5,3832
2018,3,20,6,3655
2018,3,20,7,3499
2018,3,20,8,3355
2018,3,20,9,3257
2018,3,20,10,3237
2018,3,20,11,3330
2018,3,20,12,3486
2018,3,20,13,3643
2018,3,20,14,3791
2018,3,20,15,3907
2018,3,20,16,3941
2018,3,20,17,3825
2018,3,20,18,3641
2018,3,20,19,3480
2018,3,20,20,3332
2018,3,20,21,3231
2018,3,20,22,3189
2018,3,20,23,3250
2018,3,21,0,3356
2018,3,21,1,3537
2018,3,21,2,3707
2018,3,21,3,3812
2018,3,21,4,3926
2018,3,21,5,3903
2018,3,21,6,3727
2018,3,21,7,3585
2018,3,21,8,3440
2018,3,21,9,3294
2018,3,21,10,3232
2018,3,21,11,3229
2018,3,21,12,3327
2018,3,21,13,3465
2018,3,21,14,3602
2018,3,21,15,3739
2018,3,21,16,3846
2018,3,21,17,3843
2018,3,21,18,3693
2018,3,21,19,3515
2018,3,21,20,3369
2018,3,21,21,3221
2018,3,21,22,3135
2018,3,21,23,3113
2018,3,22,0,3176
2018,3,22,1,3313
2018,3,22,2,3451
2018,3,22,3,3574
2018,3,22,4,3675
2018,3,22,5,3755
2018,3,22,6,3739
2018,3,22,7,3587
2018,3,22,8,3425
2018,3,22,9,3296
2018,3,22,10,3189
2018,3,22,11,3145
2018,3,22,12,3184
2018,3,22,13,3265
2018,3,22,14,3379
2018,3,22,15,3529
2018,3,22,16,3661
2018,3,22,17,3753
2018,3,22,18,3745
2018,3,22,19,3606
2018,3,22,20,3455
2018,3,22,21,3317
2018,3,22,22,3200
2018,3,22,23,3119
2018,3,23,0,3124
2018,3,23,1,3203
2018,3,23,2,3346
2018,3,23,3,3499
2018,3,23,4,3643
2018,3,23,5,3764
2018,3,23,6,3796
2018,3,23,7,3742
2018,3,23,8,3598
2018,3,23,9,3473
2018,3,23,10,3351
2018,3,23,11,3263
2018,3,23,12,3225
2018,3,23,13,3257
2018,3,23,14,3357
2018,3,23,15,3500
2018,3,23,16,3637
2018,3,23,17,3764
2018,3,23,18,3829
2018,3,23,19,3784
2018,3,23,20,3644
2018,3,23,21,3490
2018,3,23,22,3368
2018,3,23,23,3251
2018,3,24,0,3181
2018,3,24,1,3170
2018,3,24,2,3242
2018,3,24,3,3379
2018,3,24,4,3527
2018,3,24,5,3671
2018,3,24,6,3787
2018,3,24,7,3841
2018,3,24,8,3789
2018,3,24,9,3655
2018,3,24,10,3520
2018,3,24,11,3409
2018,3,24,12,3328
2018,3,24,13,3291
2018,3,24,14,3341
2018,3,24,15,3445
2018,3,24,16,3569
2018,3,24,17,3686
2018,3,24,18,3798
2018,3,24,19,3845
2018,3,24,20,3812
2018,3,24,21,3682
2018,3,24,22,3540
2018,3,24,23,3415
2018,3,25,0,3306
2018,3,25,1,3237
2018,3,25,2,3237
2018,3,25,3,3315
2018,3,25,4,3453
2018,3,25,5,3590
2018,3,25,6,3713
2018,3,25,7,3819
2018,3,25,8,3872
2018,3,25,9,3826
2018,3,25,10,3698
2018,3,25,11,3558
2018,3,25,12,3447
2018,3,25,13,3352
2018,3,25,14,3308
2018,3,25,15,3344
2018,3,25,16,3441
2018,3,25,17,3574
2018,3,25,18,3678
2018,3,25,19,3775
2018,3,25,20,3848
2018,3,25,21,3842
2018,3,25,22,3729
2018,3,25,23,3584
2018,3,26,0,3453
2018,3,26,1,3321
2018,3,26,2,3240
2018,3,26,3,3239
2018,3,26,4,3309
2018,3,26,5,3451
2018,3,26,6,3583
2018,3,26,7,3704
2018,3,26,8,3831
2018,3,26,9,3895
2018,3,26,10,3875
2018,3,26,11,3752
2018,3,26,12,3612
2018,3,26,13,3492
2018,3,26,14,3400
2018,3,26,15,3359
2018,3,26,16,3376
2018,3,26,17,3472
2018,3,26,18,3606
2018,3,26,19,3707
2018,3,26,20,3820
2018,3,26,21,3889
2018,3,26,22,3891
2018,3,26,23,3793
2018,3,27,0,3638
2018,3,27,1,3508
2018,3,27,2,3379
2018,3,27,3,3292
2018,3,27,4,3283
2018,3,27,5,3336
2018,3,27,6,3454
2018,3,27,7,3588
2018,3,27,8,3729
2018,3,27,9,3851
2018,3,27,10,3923
2018,3,27,11,3915
2018,3,27,12,3825
2018,3,27,13,3662
2018,3,27,14,3516
2018,3,27,15,3396
2018,3,27,16,3339
2018,3,27,17,3358
2018,3,27,18,3428
2018,3,27,19,3570
2018,3,27,20,3693
2018,3,27,21,3821
2018,3,27,22,3925
2018,3,27,23,3951
2018,3,28,0,3873
2018,3,28,1,3703
2018,3,28,2,3544
2018,3,28,3,3396
2018,3,28,4,3292
2018,3,28,5,3265
2018,3,28,6,3330
2018,3,28,7,3459
2018,3,28,8,3616
2018,3,28,9,3756
2018,3,28,10,3891
2018,3,28,11,3967
2018,3,28,12,3948
2018,3,28,13,3805
2018,3,28,14,3645
2018,3,28,15,3497
2018,3,28,16,3370
2018,3,28,17,3283
2018,3,28,18,3291
2018,3,28,19,3369
2018,3,28,20,3521
2018,3,28,21,3658
2018,3,28,22,3793
2018,3,28,23,3902
2018,3,29,0,3942
2018,3,29,1,3853
2018,3,29,2,3684
2018,3,29,3,3527
2018,3,29,4,3386
2018,3,29,5,3272
2018,3,29,6,3239
2018,3,29,7,3297
2018,3,29,8,3442
2018,3,29,9,3625
2018,3,29,10,3801
2018,3,29,11,3927
2018,3,29,12,4007
2018,3,29,13,3973
2018,3,29,14,3820
2018,3,29,15,3632
2018,3,29,16,3470
2018,3,29,17,3332
2018,3,29,18,3253
2018,3,29,19,3249
2018,3,29,20,3343
2018,3,29,21,3520
2018,3,29,22,3688
2018,3,29,23,3834
2018,3,30,0,3960
2018,3,30,1,3981
2018,3,30,2,3851
2018,3,30,3,3659
2018,3,30,4,3488
2018,3,30,5,3330
2018,3,30,6,3229
2018,3,30,7,3205
2018,3,30,8,3271
2018,3,30,9,3435
2018,3,30,10,3616
2018,3,30,11,3770
2018,3,30,12,3916
2018,3,30,13,3974
2018,3,30,14,3896
2018,3,30,15,3713
2018,3,30,16,3537
2018,3,30,17,3373
2018,3,30,18,3235
2018,3,30,19,3166
2018,3,30,20,3192
2018,3,30,21,3316
2018,3,30,22,3515
2018,3,30,23,3678
2018,3,31,0,3839
2018,3,31,1,3957
2018,3,31,2,3963
2018,3,31,3,3802
2018,3,31,4,3605
2018,3,31,5,3436
2018,3,31,6,3282
2018,3,31,7,3189
2018,3,31,8,3187
2018,3,31,9,3278
2018,3,31,10,3466
2018,3,31,11,3623
2018,3,31,12,3773
2018,3,31,13,3900
2018,3,31,14,3939
2018,3,31,15,3835
2018,3,31,16,3643
2018,3,31,17,3474
2018,3,31,18,3315
2018,3,31,19,3194
2018,3,31,20,3146
2018,3,31,21,3199
2018,3,31,22,3353
2018,3,31,23,3538
2018,4,1,0,3709
2018,4,1,1,3885
2018,4,1,2,3991
2018,4,1,3,3974
2018,4,1,4,3790
2018,4,1,5,3596
2018,4,1,6,3433
2018,4,1,7,3291
2018,4,1,8,3219
2018,4,1,9,3236
2018,4,1,10,3348
2018,4,1,11,3529
2018,4,1,12,3691
2018,4,1,13,3848
2018,4,1,14,3958
2018,4,1,15,3962
2018,4,1,16,3780
2018,4,1,17,3596
2018,4,1,18,3450
2018,4,1,19,3293
2018,4,1,20,3187
2018,4,1,21,3165
2018,4,1,22,3247
2018,4,1,23,3417
2018,4,2,0,3603
2018,4,2,1,3768
2018,4,2,2,3915
2018,4,2,3,3985
2018,4,2,4,3911
2018,4,2,5,3725
2018,4,2,6,3554
2018,4,2,7,3395
2018,4,2,8,3273
2018,4,2,9,3221
2018,4,2,10,3260
2018,4,2,11,3395
2018,4,2,12,3564
2018,4,2,13,3704
2018,4,2,14,3847
2018,4,2,15,3923
2018,4,2,16,3875
2018,4,2,17,3704
2018,4,2,18,3528
2018,4,2,19,3382
2018,4,2,20,3241
2018,4,2,21,3159
2018,4,2,22,3158
2018,4,2,23,3276
2018,4,3,0,3460
2018,4,3,1,3626
2018,4,3,2,3791
2018,4,3,3,3923
2018,4,3,4,3964
2018,4,3,5,3848
2018,4,3,6,3664
2018,4,3,7,3508
2018,4,3,8,3372
2018,4,3,9,3283
2018,4,3,10,3258
2018,4,3,11,3325
2018,4,3,12,3468
2018,4,3,13,3611
2018,4,3,14,3751
2018,4,3,15,3872
2018,4,3,16,3918
2018,4,3,17,3821
2018,4,3,18,3649
2018,4,3,19,3495
2018,4,3,20,3344
2018,4,3,21,3229
2018,4,3,22,3181
2018,4,3,23,3218
2018,4,4,0,3348
2018,4,4,1,3522
2018,4,4,2,3678
2018,4,4,3,3825
2018,4,4,4,3925
2018,4,4,5,3928
2018,4,4,6,3797
2018,4,4,7,3630
2018,4,4,8,3506
2018,4,4,9,3387
2018,4,4,10,3318
2018,4,4,11,3318
2018,4,4,12,3399
2018,4,4,13,3532
2018,4,4,14,3666
2018,4,4,15,3787
2018,4,4,16,3866
2018,4,4,17,3877
2018,4,4,18,3743
2018,4,4,19,3584
2018,4,4,20,3449
2018,4,4,21,3328
2018,4,4,22,3230
2018,4,4,23,3214
2018,4,5,0,3274
2018,4,5,1,3417
2018,4,5,2,3553
2018,4,5,3,3672
2018,4,5,4,3786
2018,4,5,5,3858
2018,4,5,6,3821
2018,4,5,7,3678
2018,4,5,8,3553
2018,4,5,9,3443
2018,4,5,10,3336
2018,4,5,11,3290
2018,4,5,12,3320
2018,4,5,13,3402
2018,4,5,14,3528
2018,4,5,15,3639
2018,4,5,16,3731
2018,4,5,17,3796
2018,4,5,18,3790
2018,4,5,19,3679
2018,4,5,20,3533
2018,4,5,21,3412
2018,4,5,22,3302
2018,4,5,23,3243
2018,4,6,0,3251
2018,4,6,1,3326
2018,4,6,2,3441
2018,4,6,3,3569
2018,4,6,4,3692
2018,4,6,5,3792
2018,4,6,6,3831
2018,4,6,7,3781
2018,4,6,8,3645
2018,4,6,9,3535
2018,4,6,10,3432
2018,4,6,11,3352
2018,4,6,12,3329
2018,4,6,13,3348
2018,4,6,14,3454
2018,4,6,15,3566
2018,4,6,16,3659
2018,4,6,17,3742
2018,4,6,18,3785
2018,4,6,19,3741
2018,4,6,20,3618
2018,4,6,21,3502
2018,4,6,22,3395
2018,4,6,23,3308
2018,4,7,0,3273
2018,4,7,1,3300
2018,4,7,2,3379
2018,4,7,3,3500
2018,4,7,4,3613
2018,4,7,5,3722
2018,4,7,6,3805
2018,4,7,7,3823
2018,4,7,8,3748
2018,4,7,9,3624
2018,4,7,10,3539
2018,4,7,11,3437
2018,4,7,12,3374
2018,4,7,13,3370
2018,4,7,14,3399
2018,4,7,15,3512
2018,4,7,16,3617
2018,4,7,17,3700
2018,4,7,18,3760
2018,4,7,19,3759
2018,4,7,20,3707
2018,4,7,21,3618
2018,4,7,22,3490
2018,4,7,23,3403
